,bld1,bld2,bld3,bld4,bld5,bld6,bld7,bld8,bld9,bld10,date,ist,segmentid
125,7.435435,7.448454,7.158422,7.474933,7.488394,7.501634,7.514653,7.224621,7.23764,7.251101,4.0,6.66,196.0
126,7.26412,6.974088,6.987107,7.000568,7.013807,6.723334,6.736795,6.749814,6.763274,6.472801,4.0,5.88,196.0
127,6.486262,6.195788,5.905757,5.918996,6.235508,5.338491,5.655003,6.275448,6.895452,7.819389,4.0,5.38,196.0
128,8.742885,9.36333,9.983555,9.996574,10.313527,10.927852,11.830138,12.4292,12.42101,12.413087,4.0,10.99,196.0
129,12.404897,12.093348,11.781933,11.47025,11.462328,11.150645,10.83923,9.920563,9.305656,8.69048,4.0,8.77,196.0
130,8.378932,8.067517,8.059326,7.747912,7.739721,7.731799,7.420116,7.412194,7.100511,6.788962,4.0,6.33,196.0
131,6.78104,6.469357,6.461434,6.453244,6.748814,7.044115,7.036193,7.028002,7.019946,7.012024,4.0,6.38,196.0
132,7.003833,6.995911,6.684228,6.676306,6.668115,6.660193,6.652002,6.643945,6.636023,6.627832,4.0,5.94,196.0
133,6.61991,6.61172,6.603797,6.595607,6.587684,6.579494,6.571437,6.260023,6.251832,6.24391,4.0,5.72,196.0
134,6.235719,6.227797,6.219606,6.211684,6.203493,5.891944,5.58053,5.875831,5.867909,5.556226,4.0,5.27,196.0
135,5.548304,5.540113,5.228699,4.917016,4.908959,4.901037,4.892846,5.188416,5.483718,5.475796,4.0,4.88,196.0
136,5.467605,5.459683,5.148,5.139943,5.132021,4.516846,4.812416,5.112806,5.118561,5.133791,4.0,4.61,196.0
137,5.142143,4.582042,4.602802,4.603905,4.60226,4.334582,4.364524,4.633321,4.615254,4.647527,4.0,4.38,196.0
138,4.678032,4.940166,4.95488,5.220594,5.25207,5.282059,5.320003,5.589053,5.368928,5.383153,4.0,5.05,196.0
139,5.429504,5.413616,5.432993,5.623092,5.608426,5.678472,5.74364,5.789972,5.373888,5.389458,4.0,5.11,196.0
140,5.596312,5.26089,5.06833,4.699232,4.270931,4.24819,4.048497,4.014596,4.370695,4.614275,4.0,3.66,196.0
141,5.096822,5.495266,5.642066,5.877095,6.135174,6.423625,6.690438,6.80566,7.06662,7.413384,4.0,6.38,196.0
142,7.418757,7.400282,7.455013,7.555739,7.58117,7.490123,7.358647,7.189014,6.876021,6.507604,4.0,5.44,196.0
143,6.162142,5.860547,5.585337,5.354193,5.089229,4.921452,4.656482,4.483759,4.336503,4.228956,5.0,3.05,196.0
144,4.187856,4.220192,4.187045,4.222225,4.237874,4.077806,4.453126,4.823589,4.984782,5.461602,5.0,4.16,196.0
145,5.639501,5.792123,6.316275,6.853267,6.730357,6.621659,6.746917,6.812701,6.626835,6.810324,5.0,5.77,196.0
146,7.022099,6.7639,6.192763,5.953137,6.296052,6.963087,7.532778,7.943769,8.18262,8.018914,5.0,6.16,196.0
147,7.625664,8.396057,8.850355,9.225434,9.67988,10.108461,9.932428,9.309684,8.999287,9.124521,5.0,8.66,196.0
148,9.748438,10.160729,10.246817,10.100271,10.093845,10.081461,9.926711,9.471002,8.932914,8.641338,5.0,7.72,196.0
149,8.68611,8.395701,7.957319,6.887585,5.814363,5.458752,5.458694,5.822263,6.054199,6.116485,5.0,5.11,196.0
150,5.918072,5.539358,5.402928,5.780528,6.225775,6.320901,6.691136,7.392058,7.395197,7.448937,5.0,7.77,196.0
151,8.186364,8.729953,8.84158,8.456174,8.540104,9.179502,9.64194,9.503907,8.92733,7.515138,5.0,5.77,196.0
152,6.308705,5.694636,5.773195,6.239968,6.599887,6.679325,6.342619,5.975696,5.722141,5.380724,5.0,4.77,196.0
153,4.98484,4.525254,3.93304,3.46828,3.295203,3.054116,2.92949,3.10859,3.346969,3.541079,5.0,3.66,196.0
0,7.358272,7.605503,8.12814,9.201588,9.724225,10.246862,10.218688,10.190515,10.162341,9.858762,0.0,9.71,198.0
1,9.830589,9.802415,10.049647,10.021474,9.9933,9.689721,9.661548,9.633374,9.605201,9.301622,0.0,9.44,198.0
2,8.998044,8.694465,8.115481,7.811902,7.508323,7.204745,7.176571,7.148398,6.294008,5.715024,0.0,7.27,198.0
3,5.411446,5.383272,5.905909,6.428546,6.951183,7.198415,7.445647,7.968284,8.490921,9.288963,0.0,7.77,198.0
4,10.087005,10.885047,11.407684,11.930321,11.902148,11.598569,11.570395,11.266817,11.238643,11.21047,0.0,11.88,198.0
5,11.220327,10.955423,10.690519,10.15021,10.160712,10.446619,10.457121,10.467622,10.478124,10.21322,0.0,10.99,198.0
6,9.672911,9.408008,8.867699,8.32739,8.062486,7.522177,6.706463,5.890749,5.35044,5.085537,0.0,7.22,198.0
7,5.371444,5.932756,6.769473,7.330785,7.616692,7.902599,7.9131,8.199007,8.209509,8.22001,0.0,8.38,198.0
8,8.505917,8.516419,8.251515,8.262017,7.997113,7.456804,7.191901,6.926997,6.662094,6.672595,0.0,7.55,198.0
9,6.407692,6.418193,6.7041,6.714602,6.725103,6.735605,6.470701,6.205798,5.940894,5.400585,0.0,6.72,198.0
10,5.135681,4.870778,4.605874,4.340971,3.800662,3.535758,2.995449,2.999988,3.550777,3.826161,0.0,3.05,198.0
11,4.37695,5.203145,6.029339,6.855534,7.957134,7.957112,8.232496,8.783286,8.783264,8.783243,0.0,8.27,198.0
12,8.507817,8.23239,7.956964,7.956943,7.681516,7.40609,7.406069,7.130642,6.855216,6.855194,0.0,7.44,198.0
13,6.855173,6.579747,6.30432,6.028894,5.753467,5.478041,4.927209,4.651783,4.376356,4.10093,0.0,5.11,198.0
14,3.825504,3.550077,3.274651,3.274629,3.274608,3.549783,4.365304,5.167032,6.229808,6.754825,0.0,4.83,198.0
15,7.556974,8.100512,8.64312,8.92521,9.208222,9.49236,9.775739,9.797283,9.823013,9.848077,0.0,9.94,198.0
16,10.109765,9.871644,9.871299,9.632719,9.642216,9.394841,9.362298,9.33648,9.317403,9.530805,0.0,9.38,198.0
17,9.526846,9.302147,9.312546,9.322421,9.322575,9.098208,9.085665,9.061138,9.045533,8.827126,0.0,9.05,198.0
18,8.80057,8.783696,8.769705,8.7524,8.736842,8.542106,8.542968,8.543831,8.508613,8.45679,0.0,8.49,198.0
19,8.432847,8.430173,8.627066,8.624858,8.464605,8.485628,8.316407,8.149782,8.297498,8.376884,0.0,8.27,198.0
20,8.326981,8.457642,8.519419,8.588538,8.634236,8.554271,8.560216,8.582699,8.63459,8.669028,0.0,8.49,198.0
21,8.822381,8.867313,9.048451,9.158404,9.192257,9.221583,9.117454,9.120077,9.095046,8.907929,0.0,9.1,198.0
22,8.726532,8.699374,8.524324,8.431467,8.419306,8.175869,8.166307,7.980773,7.88111,7.821321,0.0,8.1,198.0
23,7.619588,7.359477,7.117652,7.046353,6.786901,6.636118,6.614703,6.379758,6.293881,6.289566,0.0,6.66,198.0
24,6.401816,6.297372,6.329609,6.332795,6.374423,6.265546,6.265647,6.092683,5.952212,5.79601,0.0,6.05,198.0
25,5.709858,5.361068,5.159513,5.13558,5.189871,5.493874,5.465879,5.278828,5.532159,5.763559,0.0,6.11,198.0
26,5.914442,5.823553,5.719909,5.82907,6.096298,6.238371,6.334677,6.555583,6.898271,7.024683,0.0,7.05,198.0
27,6.924994,7.156919,7.527137,7.855008,7.863625,7.722094,7.410274,7.192689,6.965928,7.057509,0.0,7.49,198.0
28,7.288493,7.412736,7.107818,6.968564,6.725901,6.396488,6.350564,6.280442,6.211214,6.008782,1.0,5.5,198.0
29,5.856842,5.822314,6.102469,6.134201,6.003191,5.94073,5.973635,5.703811,5.473765,5.235704,1.0,4.94,198.0
30,4.998103,4.715114,4.591912,4.509345,4.294053,4.267957,4.28725,4.315952,4.345592,4.146066,1.0,3.22,198.0
31,4.175761,4.461541,4.247089,5.074186,5.41057,5.709314,5.965289,6.496669,6.47724,7.00862,1.0,4.77,198.0
32,7.540001,8.071381,8.327357,7.757116,7.737686,7.993662,8.249637,8.781018,9.036993,9.292968,1.0,7.05,198.0
33,9.548944,9.529514,9.234679,9.490654,9.746629,10.002605,10.25858,10.23915,10.495125,10.751101,1.0,8.99,198.0
34,10.731671,10.987646,10.968216,11.224192,11.204762,11.460737,11.441307,11.421877,11.127042,10.832207,1.0,10.55,198.0
35,10.537372,10.242537,9.947702,9.652867,9.633437,9.338602,9.319172,8.748931,8.454096,8.159261,1.0,8.33,198.0
36,7.864426,7.569591,7.550161,7.255326,6.960491,6.941061,6.921631,7.177606,7.433582,7.689557,1.0,6.61,198.0
37,7.945532,7.650697,7.906673,8.438053,8.694029,8.950004,8.655169,8.360334,8.616309,8.596879,1.0,8.16,198.0
38,8.577449,8.558019,8.813995,9.06997,9.05054,8.755705,8.736275,8.716845,8.972821,9.228796,1.0,8.49,198.0
39,9.484771,9.189936,9.170506,9.151076,8.856241,8.836811,8.541976,8.522546,7.952306,7.657471,1.0,8.55,198.0
40,7.362636,7.067801,6.772966,6.47813,5.081674,4.786839,4.920842,6.017122,5.342317,5.193135,1.0,5.05,198.0
41,5.209481,5.475981,5.817429,6.209914,6.769891,7.216065,7.430431,7.586903,7.575222,7.544085,1.0,7.38,198.0
42,7.421127,7.31292,7.044597,6.764804,6.597555,6.408041,6.219498,6.072573,5.844851,5.568429,1.0,5.38,198.0
43,5.496208,5.707637,5.651278,5.539854,5.60903,5.657947,5.619196,5.577489,5.53221,5.485717,1.0,5.38,198.0
44,5.480195,5.47908,5.446064,5.441831,5.472277,5.474622,5.383951,5.4158,5.416489,5.218416,1.0,5.16,198.0
45,5.138411,4.962363,4.818864,4.635521,4.560605,4.426752,4.235973,4.121421,4.202496,4.050429,1.0,4.05,198.0
46,4.100887,4.158616,4.192249,4.164435,4.002967,3.968809,4.075214,3.906437,3.878525,4.016779,1.0,3.94,198.0
47,4.183335,4.315376,4.468261,4.672156,4.967775,5.100111,5.280338,5.383287,5.415342,5.434435,1.0,5.38,198.0
48,5.435615,5.434501,5.41684,5.590803,5.608243,5.629363,5.848431,5.904577,5.924766,5.926869,1.0,5.83,198.0
49,5.942997,5.944839,6.154692,6.158008,6.173738,6.406387,6.63269,6.871262,6.913447,6.955034,1.0,6.83,198.0
50,7.016413,7.05208,7.074676,7.075153,7.073462,7.292234,7.299658,7.301268,7.07443,7.080665,1.0,7.22,198.0
51,7.078775,6.827288,6.811155,6.5491,6.288406,6.272508,6.000275,5.978084,5.703838,5.689123,1.0,5.88,198.0
52,5.41353,5.404012,5.395383,5.120392,5.114938,5.110265,4.83218,4.829496,4.826813,4.548725,1.0,4.88,198.0
53,4.546041,4.543358,4.540675,4.537991,4.535308,4.532625,4.529942,4.527258,4.79998,4.797297,1.0,4.61,198.0
54,4.794614,5.067335,4.789247,4.786564,4.78388,4.781197,4.778514,4.500425,4.497742,4.495059,1.0,4.72,198.0
55,4.21697,4.214287,4.211603,4.20892,4.481642,4.203554,4.476276,4.473592,4.195504,4.468226,1.0,4.5,198.0
56,4.740948,4.738264,4.735581,4.732898,4.730214,4.452126,4.449442,4.171354,4.168671,3.890582,1.0,4.5,198.0
57,3.612494,3.60981,3.882532,4.430659,4.978787,5.526914,6.350446,6.347763,6.620485,6.342396,2.0,6.38,198.0
58,6.339713,6.061624,6.058941,6.331663,6.32898,6.326296,6.323613,6.32093,6.042841,6.040158,2.0,6.44,198.0
59,5.762069,5.483981,5.205892,4.927804,4.92512,4.647032,4.644349,4.36626,4.363577,4.360894,2.0,4.77,198.0
60,4.35821,4.080122,4.352844,4.35016,4.347477,4.344794,4.34211,4.339427,4.887554,5.160276,2.0,4.5,198.0
61,5.432998,5.981125,6.529252,7.07738,7.625507,8.173634,8.721761,9.269888,9.267205,9.264522,2.0,9.05,198.0
62,9.537244,9.53456,9.256472,8.978383,8.424889,7.871396,7.593307,7.315219,7.312535,7.034447,2.0,7.83,198.0
63,6.756358,6.47827,6.200181,6.197498,5.919409,5.641321,5.363232,5.360549,5.08246,5.079777,2.0,5.72,198.0
64,4.801689,4.799005,4.520917,4.518233,4.240145,4.237462,3.959373,3.95669,3.954006,3.951323,2.0,4.38,198.0
65,3.94864,4.221362,4.218679,4.215995,4.213312,4.210629,4.207945,4.480667,4.753389,5.301516,2.0,4.72,198.0
66,5.849643,6.397771,6.945898,7.21862,7.215936,7.217858,7.775196,8.057128,8.614466,8.896399,2.0,7.99,198.0
67,9.453736,9.735669,10.293006,10.574939,10.306061,10.587993,10.869925,11.151858,11.43379,11.715723,2.0,11.16,198.0
68,11.72225,11.728777,11.735304,11.741831,11.748359,11.754886,11.761413,11.492535,11.499062,11.505589,2.0,11.71,198.0
69,11.512117,11.518644,11.249766,10.980888,10.987415,11.269347,10.994643,10.720754,10.724668,10.728644,2.0,10.93,198.0
70,10.725272,10.454169,10.448633,10.197688,10.191838,10.188625,10.176515,10.16534,9.913233,9.925204,2.0,10.27,198.0
71,9.68825,9.42132,9.394227,9.385536,9.356727,9.320897,9.096678,9.11718,9.316414,9.291713,2.0,9.16,198.0
72,9.286549,9.284315,9.315214,9.118439,9.121902,8.906206,8.676897,8.641392,8.41358,8.174771,2.0,8.55,198.0
73,8.118468,7.878191,7.830998,7.609294,7.578069,7.362047,7.330654,7.099661,6.885687,6.816592,2.0,7.22,198.0
74,6.623868,6.571705,6.288902,6.237736,6.030523,5.811814,5.768688,5.702714,5.458558,5.385281,2.0,5.61,198.0
75,5.35822,5.333484,5.310858,5.25848,5.252404,5.141653,5.122182,5.098766,4.940405,4.889658,2.0,5.11,198.0
76,4.861778,4.832011,4.654984,4.622218,4.596146,4.538536,4.501713,4.363243,4.331018,4.302343,2.0,4.44,198.0
77,4.267592,4.231632,4.228741,4.202071,4.198862,4.199995,4.255101,4.283622,4.33643,4.446319,2.0,4.55,198.0
78,4.583385,4.781101,4.931079,5.09384,5.210516,5.326535,5.42,5.538097,5.59639,5.603069,2.0,5.72,198.0
79,5.604311,5.605552,5.606794,5.608035,5.609277,5.610518,5.61176,5.653792,5.652731,5.653123,2.0,5.77,198.0
80,5.694458,5.740737,5.776072,5.726723,5.850692,5.957393,6.06035,6.072565,6.121959,6.130328,2.0,6.22,198.0
81,6.131144,6.080609,6.074141,6.125709,6.179134,6.237311,6.246333,6.247371,6.339686,6.446638,2.0,6.55,198.0
82,6.462075,6.498635,6.503291,6.404425,6.25604,6.167438,6.04548,6.073583,6.235804,6.433915,2.0,6.72,198.0
83,6.641372,6.823275,6.929291,6.99109,7.081869,7.139015,7.104126,7.140298,7.102025,7.136328,2.0,7.22,198.0
84,7.105321,7.004099,6.952102,6.852312,6.769151,6.559062,6.303139,6.161174,5.990964,5.542353,2.0,5.33,198.0
85,5.228939,5.073028,5.027551,4.816231,4.641088,4.417247,4.242587,4.002202,3.878977,3.883779,2.0,4.0,198.0
86,3.907922,3.872924,3.983921,4.212905,4.431137,4.708463,4.918392,5.03982,5.173264,5.387017,3.0,5.5,198.0
87,5.464302,5.500159,5.366271,5.439595,5.426645,5.421115,5.310586,5.167205,5.141663,5.136359,3.0,5.33,198.0
88,5.134669,4.925696,4.840185,5.0328,4.930997,4.677294,4.79436,4.722817,4.611744,4.568561,3.0,4.72,198.0
89,4.393401,4.344843,4.29297,4.262731,4.2576,4.195816,4.005302,4.203473,4.374943,4.488089,3.0,4.16,198.0
90,4.652876,4.750811,5.01242,5.433784,5.713066,5.801913,6.050292,6.404257,6.838906,6.868722,3.0,6.49,198.0
91,6.762179,6.921596,6.94689,6.750845,6.946518,6.758375,6.69636,6.467869,6.499891,6.271747,3.0,6.61,198.0
92,6.009226,5.739441,5.289074,5.237197,5.192685,5.334648,5.210624,5.455026,5.247446,5.291368,3.0,5.55,198.0
93,5.313648,5.323183,5.300588,5.28917,5.525666,5.767301,6.249413,6.528403,6.561127,6.599584,3.0,6.49,198.0
94,6.635046,6.658734,6.66501,7.18033,7.690324,7.954487,7.979339,7.74252,6.965536,6.699807,3.0,7.99,198.0
95,6.959823,7.217641,7.485748,7.490785,7.2248,6.958815,6.968236,6.977656,6.987077,6.996497,3.0,6.83,198.0
96,7.005918,7.015338,6.749353,6.483369,6.492789,6.50221,6.787035,7.071861,7.632092,7.916918,3.0,6.72,198.0
97,8.201743,9.037379,9.59761,9.882436,9.891856,9.625872,9.084482,8.818497,8.549725,7.997886,3.0,8.6,198.0
98,7.721451,7.445016,7.443987,7.167552,7.166523,7.165494,6.889059,6.88803,6.887,6.885971,3.0,6.83,198.0
99,6.609536,6.608507,6.607478,6.606448,6.605419,6.328984,6.327955,6.05152,6.050491,6.049461,3.0,6.16,198.0
100,6.048432,6.047403,6.046373,6.045344,6.044314,6.043285,6.042256,6.041226,6.040197,6.039168,3.0,5.99,198.0
101,6.038138,6.037109,6.036079,5.759645,5.758615,5.757586,5.756557,5.755527,5.479093,5.478063,3.0,5.61,198.0
102,5.477034,5.200599,5.19957,5.19854,5.197511,5.196482,5.195452,5.194423,5.193394,5.192364,3.0,5.22,198.0
103,5.191335,5.190305,5.189276,5.188247,5.187217,5.186188,5.185159,5.184129,5.458505,5.457476,3.0,5.22,198.0
104,5.456446,5.455417,5.454387,5.453358,5.452329,5.451299,5.45027,5.173835,5.448211,5.447182,3.0,5.27,198.0
105,5.446152,5.445123,5.444094,5.718469,5.992845,5.991816,5.990787,5.989757,6.264133,6.263104,3.0,6.05,198.0
106,6.262074,6.261045,6.260015,6.258986,6.257957,6.256927,6.255898,6.254869,6.253839,6.528215,3.0,6.27,198.0
107,6.527186,6.526156,6.525127,6.524097,6.523068,6.522039,6.796415,6.795385,6.518951,6.517921,3.0,6.66,198.0
108,6.792297,6.791268,6.790238,6.789209,6.512774,6.78715,7.061526,7.060497,7.059467,7.058438,3.0,6.99,198.0
109,7.057408,7.331784,7.05535,7.330737,7.333502,7.336266,7.063626,7.06639,7.069155,6.796514,3.0,6.99,198.0
110,6.799278,6.802043,6.529402,6.256762,6.259526,5.71148,5.714245,5.992415,6.270584,6.548754,3.0,5.66,198.0
111,6.276113,6.278878,6.557048,6.835217,7.113387,7.116152,7.118916,7.397086,7.399851,7.67802,3.0,7.16,198.0
112,7.680785,7.958955,7.686314,7.138268,7.141033,7.143797,7.146562,6.873921,6.876685,6.87945,3.0,6.88,198.0
113,6.882215,6.884979,7.163149,7.716724,7.994894,8.273063,8.275828,8.003187,7.730547,7.457906,3.0,7.99,198.0
114,7.185265,6.912624,6.364579,6.367343,6.370108,6.372872,6.375637,6.378401,6.381166,6.38393,3.0,6.16,198.0
115,6.937505,7.49108,8.044655,8.04742,8.04883,8.039172,8.03826,8.029952,8.025331,8.023607,4.0,7.77,198.0
116,7.771318,7.771534,7.771101,8.005015,7.748382,7.728154,7.754806,7.535596,7.517891,7.29006,4.0,7.49,198.0
117,7.069056,6.843511,6.610027,6.349306,6.057701,5.593919,5.33121,5.085171,5.009684,4.695117,4.0,4.88,198.0
118,4.623443,4.51208,4.268665,4.260727,4.263011,4.377017,4.195192,4.199612,4.454405,4.469246,4.0,4.22,198.0
119,4.594918,4.682112,4.718653,4.913365,5.117801,5.2054,5.327364,5.616006,5.803881,5.862284,4.0,5.66,198.0
120,5.890431,6.073018,6.177155,6.112431,6.192316,6.143031,5.955218,5.904245,5.836154,5.800943,4.0,5.66,198.0
121,5.648166,5.460854,5.276998,5.216829,5.141926,5.028979,4.77639,4.468694,4.224793,4.055948,4.0,3.89,198.0
122,3.882961,3.667713,3.460413,3.148169,3.404034,3.599895,3.873559,4.45831,5.033644,5.730048,4.0,6.27,198.0
123,6.347153,7.096715,7.763971,8.197462,8.090887,8.424741,8.887077,9.323874,9.730247,10.142081,4.0,10.27,198.0
124,10.450622,10.569308,10.663652,10.616308,10.668092,10.557357,10.50679,10.280235,10.200556,9.912869,4.0,10.27,198.0
125,9.680845,9.434548,9.36634,9.282607,9.229173,9.144417,9.156758,9.177164,9.15328,9.15678,4.0,9.44,198.0
126,8.113802,7.810348,7.770239,7.775011,7.779783,7.50915,7.513923,7.518695,7.523468,7.52824,4.0,7.77,198.0
127,7.533012,7.262379,7.267152,6.996519,6.725886,6.455253,6.18462,6.189393,5.91876,5.923532,4.0,6.44,198.0
128,5.652899,5.657672,5.387039,5.391811,5.396584,5.125951,5.130723,5.135495,4.864863,4.869635,4.0,5.38,198.0
129,4.874407,4.603774,4.608547,4.613319,4.342686,4.347459,4.076826,4.357003,4.361776,4.641953,4.0,4.44,198.0
130,5.197536,5.477714,6.033297,6.313474,6.318247,6.323019,6.052386,6.057158,6.061931,6.066703,4.0,6.27,198.0
131,6.071476,5.800843,5.805615,5.810387,5.539755,5.544527,5.549299,5.554072,5.558844,5.839022,4.0,5.66,198.0
132,5.843794,5.848566,5.853339,5.858111,5.862883,5.867656,5.872428,5.877201,5.606568,5.886745,4.0,5.88,198.0
133,5.891518,5.620885,5.625657,5.355024,5.359797,5.639974,5.644747,5.649519,5.654291,5.659064,4.0,5.66,198.0
134,5.663836,5.668608,5.673381,5.402748,5.682925,5.687698,5.69247,5.697243,5.702015,5.982193,4.0,5.55,198.0
135,5.986965,6.267142,6.271915,6.276687,6.28146,6.286232,6.291004,6.295777,6.300549,6.305321,4.0,6.16,198.0
0,9.71,10.281766,10.396078,10.376134,10.358701,10.273996,9.990828,9.703393,9.456007,9.01356,0.0,9.77,199.0
1,8.510627,8.133418,7.656778,7.150339,6.740098,6.350465,6.032102,5.784012,5.566326,5.486344,0.0,5.83,199.0
2,5.519375,5.601574,5.720757,5.838118,6.070678,6.308644,6.592325,6.876264,7.247688,7.531029,0.0,8.44,199.0
3,7.970275,7.183572,7.487029,7.653156,7.61645,7.721243,7.77875,7.84033,7.904171,7.955417,0.0,8.44,199.0
4,8.018711,7.965505,7.801965,7.644425,7.477552,7.532725,7.431139,6.987813,6.878559,6.609853,0.0,6.66,199.0
5,6.285147,5.957941,5.567234,5.238028,4.959201,4.739948,4.568287,4.406701,4.248995,4.243788,0.0,4.55,199.0
6,4.189581,4.141041,4.190501,4.253008,4.470421,4.755928,4.972341,5.147635,5.415428,5.697722,0.0,6.33,199.0
7,5.985182,6.209976,6.703481,6.887229,6.836737,6.895483,6.948777,6.954071,7.165863,7.759156,0.0,8.1,199.0
8,7.792451,7.476292,7.468038,7.529878,7.685625,7.696419,7.651712,7.281507,7.1033,7.155592,0.0,7.38,199.0
9,7.102433,6.832514,6.400688,6.227267,6.33556,6.021355,5.741148,5.78694,5.522068,5.467241,0.0,5.88,199.0
10,5.622987,5.737494,5.430409,5.473701,5.636828,5.534122,5.428749,5.273209,5.100716,4.99713,0.0,5.05,199.0
11,4.829137,4.553717,4.39451,4.227471,4.335596,4.340224,4.072351,3.905858,4.014937,4.12961,0.0,4.38,199.0
12,4.183358,4.462317,4.80411,4.969904,5.188031,5.526824,5.870997,6.086411,6.263752,6.377499,0.0,6.66,199.0
13,6.490292,6.327754,6.386713,6.448506,6.4533,6.56614,6.61722,6.621727,6.518141,6.241935,0.0,6.16,199.0
14,6.023729,5.855689,5.700982,5.698442,5.591282,5.487696,5.378702,5.321616,5.214243,4.99887,0.0,5.11,199.0
15,4.997996,4.94279,4.943583,5.056423,5.271836,5.34101,5.615422,6.011049,6.453009,6.67947,0.0,7.1,199.0
16,7.004929,7.772721,8.411562,8.849309,9.19165,9.412564,9.630941,9.908848,10.290415,9.593963,0.0,9.94,199.0
17,9.881032,10.058141,10.276431,10.448414,10.611931,10.714183,10.809497,10.846082,10.791297,10.72723,0.0,10.71,199.0
18,10.617565,10.509151,10.407798,10.362171,10.255293,10.189867,10.157662,10.135816,10.043944,9.891319,0.0,9.82,199.0
19,9.73836,9.699952,9.640065,9.581849,9.452165,9.336015,9.260299,9.227041,9.114452,9.002133,0.0,9.05,199.0
20,8.883479,8.778575,8.680695,8.572393,8.456768,8.389009,8.320016,8.206297,8.093342,8.01645,0.0,8.1,199.0
21,7.919242,7.819423,7.741828,7.682612,7.600132,7.606105,7.578094,7.527006,7.516929,7.524132,0.0,7.6,199.0
22,7.474832,7.464369,7.421546,7.397518,7.403098,7.36195,7.360922,7.373536,7.329763,7.317913,0.0,7.44,199.0
23,7.288056,7.227862,7.207657,7.172219,7.10924,7.077118,7.073531,7.006343,6.966779,6.963818,0.0,7.05,199.0
24,6.92197,6.908438,6.86502,6.863135,6.847638,6.803791,6.802657,6.801798,6.797345,6.824013,0.0,6.88,199.0
25,6.824161,6.824309,6.841262,6.841502,6.824513,6.794929,6.79407,6.779529,6.738884,6.751591,0.0,6.88,199.0
26,6.794956,6.83033,6.874929,6.932864,6.990325,7.051971,7.111216,7.149275,7.159896,7.188895,0.0,7.27,199.0
27,7.230507,7.247547,7.296844,7.339315,7.357393,7.41235,7.473036,7.487642,7.461046,7.504653,0.0,7.6,199.0
28,7.59753,7.633266,7.612608,7.619791,7.752513,7.866315,7.586346,7.01805,6.924891,6.8494,1.0,7.16,199.0
29,6.678103,6.401585,6.148711,6.019678,5.904523,5.71409,5.560949,5.313508,5.051039,4.839848,1.0,5.55,199.0
30,4.71076,4.69759,4.776347,4.819203,4.703179,4.611958,4.581499,4.584752,4.606327,4.702373,1.0,4.72,199.0
31,4.965677,5.27096,5.412505,5.586312,5.802613,6.057302,6.231054,6.345425,6.369491,6.476346,1.0,6.38,199.0
32,6.594651,6.59796,6.559641,6.523402,6.648005,6.704854,6.648378,6.617809,6.599263,6.600142,1.0,6.61,199.0
33,6.617848,6.547786,6.692627,6.702238,6.460582,6.148968,5.773408,5.776716,5.703709,5.554382,1.0,5.77,199.0
34,5.634005,5.851868,5.948375,5.990824,6.252104,6.437999,6.52508,6.760288,7.014574,7.280308,1.0,6.61,199.0
35,7.58524,7.990828,8.369074,8.728525,9.031323,9.249186,9.405648,9.485274,9.450425,9.315496,1.0,9.27,199.0
36,9.145586,8.981636,8.786922,8.582385,8.405828,8.238638,8.069019,7.881015,7.669769,7.51807,1.0,7.77,199.0
37,7.446913,7.432065,7.380682,7.302297,7.134067,6.822916,6.526679,6.293579,6.061227,5.860159,1.0,6.22,199.0
38,5.690595,5.51988,5.405243,5.353049,5.161577,4.932986,4.743593,4.632481,4.540511,4.484035,1.0,4.55,199.0
39,4.432652,4.416186,4.460082,4.481601,4.539545,4.584482,4.649764,4.806172,4.904064,4.979297,1.0,4.61,199.0
40,5.058924,5.062232,5.149313,5.363707,5.518088,5.697846,5.987634,6.265392,6.55275,6.986901,1.0,5.94,199.0
41,7.461292,7.975403,8.35943,9.101784,10.343297,10.661276,10.781092,10.878271,10.860151,10.842032,1.0,10.49,199.0
42,10.823912,10.826605,10.868325,10.843661,10.692463,10.51603,10.347488,10.074748,9.829063,9.716414,1.0,9.99,199.0
43,9.626315,9.590154,9.741884,9.856408,9.934595,9.993617,9.859114,9.69027,9.457595,9.210006,1.0,9.77,199.0
44,8.882802,8.627798,8.378255,8.085094,7.729574,7.364386,7.036142,6.767218,6.47956,6.23249,1.0,7.16,199.0
45,6.000381,5.830449,5.695644,5.58347,5.466487,5.300069,5.185686,5.148832,5.25143,5.400907,1.0,5.66,199.0
46,5.397834,5.364668,5.379806,5.405394,5.424741,5.307235,5.255293,5.215319,5.095258,4.950129,1.0,5.94,199.0
47,4.849147,4.758827,4.761521,4.562849,4.270499,4.717927,5.28821,5.826632,6.294376,6.686469,1.0,6.49,199.0
48,6.978294,7.161584,7.335076,7.49101,7.650991,7.772173,7.873045,7.945578,8.018019,8.085507,1.0,8.6,199.0
49,8.164965,8.261644,8.293717,8.276428,8.274983,8.217926,8.183405,8.191637,8.175911,8.141236,1.0,8.71,199.0
50,8.077863,8.060755,8.05496,7.993188,7.961098,7.968624,7.959023,7.950429,7.967687,7.998047,1.0,8.44,199.0
51,7.994038,7.97953,8.005029,8.001919,7.944027,7.893682,7.857877,7.771497,7.641381,7.548295,1.0,8.1,199.0
52,7.492585,7.419367,7.306014,7.238109,7.21662,7.171596,7.107074,7.074758,7.047538,7.038693,1.0,7.38,199.0
