,bld1,bld2,bld3,bld4,bld5,bld6,bld7,bld8,bld9,bld10,date,ist,segmentid
0,10.877067,10.704135,10.701202,10.698269,10.58717,10.472404,10.302353,10.129372,10.015439,9.900673,0.0,10.21,1.0
1,10.00774,10.063808,10.170042,10.168942,10.10601,10.162126,10.100144,9.989045,9.935112,10.039513,0.0,10.16,1.0
2,9.928414,9.755481,9.532548,9.469616,9.633898,9.909083,10.235317,10.513218,11.281952,11.402019,0.0,12.16,1.0
3,11.899086,12.006154,12.052388,11.775004,11.547356,11.214423,11.38149,11.594891,11.645625,11.809859,0.0,12.38,1.0
4,12.08976,12.24416,12.243943,12.130962,12.078862,12.185096,12.23133,12.229231,12.009965,11.783366,0.0,12.1,1.0
5,11.780433,11.564883,11.104568,10.501802,9.988703,10.320103,10.102837,9.932738,9.536972,8.82604,0.0,8.94,1.0
6,8.598489,8.198174,7.752741,7.802308,7.632209,7.356443,7.57351,7.570577,7.617645,7.673761,0.0,8.1,1.0
7,7.721779,7.608847,7.114248,7.102981,6.830049,6.640745,6.416258,5.944049,5.93329,5.763074,0.0,5.99,1.0
8,5.622283,5.57396,5.360667,5.563501,5.270398,5.268982,5.435037,5.54908,5.941401,6.441473,0.0,7.05,1.0
9,6.876121,7.371927,7.811726,8.039521,8.159276,8.169108,8.013333,7.950458,7.795671,7.735672,0.0,8.38,1.0
10,8.217674,8.310403,8.424012,8.425211,8.365018,8.467307,9.180636,9.025896,8.966324,8.810644,0.0,8.94,1.0
11,8.804906,8.69667,8.635231,8.627842,8.576987,8.5325,8.472861,8.421797,8.252845,8.384197,0.0,8.6,1.0
12,8.431891,8.385499,8.330164,8.223418,7.732914,7.7714,7.763906,7.801548,7.747658,7.637804,0.0,7.77,1.0
13,7.58198,7.472237,7.337611,7.264482,7.252196,7.30057,7.260284,6.972401,6.985715,6.895479,0.0,6.99,1.0
14,6.840576,7.050348,7.317935,7.435867,7.560099,7.570094,7.514916,7.566489,7.602615,7.633035,0.0,7.88,1.0
15,7.655219,7.637854,7.577683,7.460556,7.227705,7.057189,6.944354,6.876495,6.820643,6.7884,0.0,6.99,1.0
16,6.750385,6.753882,6.696747,6.730633,6.817178,6.967284,6.991433,6.953,6.908623,6.797392,0.0,7.27,1.0
17,7.057056,7.118845,7.223725,7.263909,7.222324,7.232128,7.23434,7.226162,7.228911,7.295531,0.0,7.49,1.0
18,7.323214,7.308153,7.257351,7.616735,7.659594,7.609534,7.604873,7.674291,7.684499,8.269833,0.0,8.27,1.0
19,8.406384,8.704887,9.081196,9.424457,9.673414,9.875356,10.086779,10.421484,11.151928,11.895144,0.0,12.04,1.0
20,12.349865,12.339135,12.020923,12.038101,12.187216,12.434755,12.965154,13.840377,14.113234,14.419842,0.0,14.32,1.0
21,14.641892,14.303663,13.952046,13.390283,12.769708,12.281581,11.816192,11.60932,11.05397,9.774105,0.0,9.21,1.0
22,8.914156,8.16686,8.331756,7.873168,6.687809,5.810976,5.341705,5.170991,5.229677,5.399538,0.0,5.61,1.0
23,5.615901,5.907979,6.387347,6.891,7.39363,7.260866,7.249002,7.219962,7.265677,7.279127,0.0,7.44,1.0
24,7.253455,7.171425,7.001717,6.695795,6.502466,6.056776,5.764648,5.560369,5.385706,5.418242,0.0,4.83,1.0
25,4.031286,4.04967,3.66742,3.810698,4.035047,4.508096,4.962191,5.018877,4.964482,4.777992,0.0,5.33,1.0
26,4.681018,4.62847,4.621508,4.61672,4.600168,4.664597,4.629321,4.600075,4.56801,4.461893,0.0,5.22,1.0
27,4.295338,4.209845,4.127042,4.041821,3.85683,3.703197,3.700721,3.671925,3.778854,3.826744,0.0,4.61,1.0
28,3.817128,3.928751,4.067983,4.420903,4.819875,5.033359,5.123037,5.30368,5.750483,5.893448,1.0,6.27,1.0
29,6.000436,5.891012,5.96878,6.448091,6.449614,6.536751,6.522434,6.524693,6.657767,6.912989,1.0,7.05,1.0
30,7.187486,7.395918,7.720815,8.088645,8.623244,9.030801,9.46691,9.757272,10.089428,10.519144,1.0,10.05,1.0
31,10.405793,10.610322,10.726221,10.937028,11.014667,11.134184,11.188376,11.255836,11.327252,11.451106,1.0,11.16,1.0
32,11.550833,11.540703,11.636205,11.791558,11.872172,11.839454,11.774248,11.806107,11.881241,12.040859,1.0,11.66,1.0
33,12.150856,12.427956,12.660909,12.764398,12.738971,12.687642,12.849241,12.824735,12.661986,12.27071,1.0,11.43,1.0
34,11.287044,10.565065,9.794884,8.877787,7.928971,6.940453,6.218998,5.438423,4.964956,4.596639,1.0,5.38,1.0
35,4.284036,3.976154,3.794875,3.726032,3.581408,3.580222,3.74087,4.0004,4.254757,4.580287,1.0,5.0,1.0
36,4.929629,5.15622,5.672786,6.196528,6.663758,7.352638,7.452539,7.931956,7.854973,7.94937,1.0,8.1,1.0
37,8.328502,8.522697,8.714156,8.983428,9.187584,9.608711,10.270546,10.5934,10.600286,10.563594,1.0,10.44,1.0
38,10.665936,10.532857,10.55241,10.479404,10.211888,9.926208,9.733059,9.558117,9.42336,9.281418,1.0,9.1,1.0
39,9.158035,8.990396,8.869314,8.691572,8.508828,8.420412,8.29206,8.210414,8.096046,7.971062,1.0,7.83,1.0
40,7.764655,7.656527,7.541137,7.475406,7.404104,7.451609,7.437563,7.41863,7.297355,7.525825,1.0,7.6,1.0
41,7.462996,7.346785,7.224556,7.104455,6.939874,6.823239,6.757349,6.653789,6.590506,6.579684,1.0,6.72,1.0
42,6.539964,6.440394,6.476168,6.423993,6.358105,6.403944,6.401995,6.338924,6.292878,6.25051,1.0,6.38,1.0
43,6.194826,6.141263,6.076225,6.177744,6.181227,6.182346,6.132209,6.080358,6.076541,6.025249,1.0,6.22,1.0
44,6.024048,5.965054,6.020315,5.998219,5.950971,5.93729,5.874698,5.8625,6.122417,6.036455,1.0,6.11,1.0
45,5.926932,5.865678,5.763732,5.717301,5.719791,5.675376,5.66804,5.660808,5.811759,5.772303,1.0,5.94,1.0
46,5.773123,5.670532,5.557772,5.499706,5.454371,5.453301,5.411695,5.372707,5.376857,5.382352,1.0,5.44,1.0
47,5.331266,5.498464,5.562742,5.576397,5.58523,5.592462,5.656525,5.709523,5.82549,5.895148,1.0,5.99,1.0
0,4.637928,4.640261,4.703594,4.866333,5.095594,5.047667,5.109928,5.496001,6.025495,6.737496,0.0,7.1,6.0
1,7.092998,7.265999,7.383176,7.443502,7.494346,7.554505,7.605349,7.664509,7.72501,7.880512,0.0,7.88,6.0
2,7.889013,7.840356,7.782016,7.780526,7.838019,7.947863,7.999522,8.108857,8.113026,8.170527,0.0,8.27,6.0
3,8.28037,8.38903,8.345873,8.288533,8.39421,8.454536,8.504538,8.459206,8.135041,8.282884,0.0,8.27,6.0
4,8.289044,8.39772,8.504547,8.78589,8.79105,8.848552,8.900387,8.959555,9.011398,9.070558,0.0,9.1,6.0
5,9.123234,9.181561,9.401404,9.357231,9.299066,9.238567,9.237069,9.295578,9.298072,9.298582,0.0,9.33,6.0
6,9.356075,9.241585,8.979078,8.864246,8.803081,8.695249,8.633092,8.632586,8.691095,8.741089,0.0,8.83,6.0
7,8.862098,9.125591,9.299426,9.514594,9.526096,9.47744,9.477099,9.371276,9.149603,9.138612,0.0,9.21,6.0
8,9.245439,9.249607,9.250109,9.25061,9.25112,9.367613,9.420456,9.318117,9.20496,9.145619,0.0,9.1,6.0
9,9.144121,9.249122,9.369124,9.4838,9.379794,9.212304,9.15013,9.14764,9.206133,9.256968,0.0,9.27,6.0
10,9.316136,9.528637,9.864647,10.092974,10.207484,10.420644,10.373154,10.266314,10.214815,10.31815,0.0,10.27,6.0
11,10.321189,10.53335,10.59713,10.808714,11.02492,10.877261,10.66232,10.332807,9.642642,9.275468,0.0,8.71,6.0
12,8.774671,8.540001,8.423461,8.41688,8.473095,8.521825,8.476254,8.519553,8.521856,8.367704,0.0,7.6,6.0
13,7.673018,7.305374,7.351109,7.457583,7.198482,6.434959,5.604014,5.190821,4.532275,4.508107,0.0,4.11,6.0
14,4.129274,4.057944,4.05278,4.051318,4.002285,4.102837,4.262006,4.323915,4.431147,4.433336,0.0,4.55,6.0
15,4.538512,4.984473,5.827349,6.404723,7.060748,6.881169,7.037085,7.149052,7.209579,7.093962,0.0,6.99,6.0
16,6.979909,6.872163,6.655608,6.166635,6.031734,5.813657,5.532368,5.25045,5.190407,5.078658,0.0,5.27,6.0
17,5.227663,5.558232,6.307492,6.776079,7.283655,7.837928,8.233172,8.521465,8.639245,8.268295,0.0,7.94,6.0
18,7.930182,7.328905,6.864744,6.945004,6.685014,6.829662,6.834661,6.942445,7.266787,7.703861,0.0,8.33,6.0
19,8.261458,8.398299,8.782116,9.063257,8.91599,8.90792,8.73716,8.790539,8.898189,8.95174,0.0,8.88,6.0
20,8.848862,8.792469,8.789241,8.516176,8.228027,7.719146,7.070551,6.56339,6.162479,6.396337,0.0,6.55,6.0
21,6.468541,6.684519,7.010582,7.512306,7.757232,7.702765,7.802885,7.978314,7.874658,7.592181,0.0,7.16,6.0
22,7.091754,6.643198,6.675976,6.571521,6.394746,6.028277,5.667461,5.345798,5.058965,5.100467,0.0,5.22,6.0
23,5.101076,5.206973,5.209273,5.25748,5.256947,5.315099,5.419591,5.424451,5.374242,5.312583,0.0,5.33,6.0
24,5.201768,5.139457,4.975759,4.809565,4.79859,4.854391,4.961213,5.122244,5.126227,5.017385,0.0,5.0,6.0
25,4.859665,3.757886,3.557492,3.715281,3.932876,4.431319,4.388133,4.550617,4.554897,4.553428,0.0,5.0,6.0
26,4.81903,5.440265,5.868766,6.427515,6.941769,7.40016,7.79904,8.305828,8.483242,8.822846,0.0,9.44,6.0
27,9.341061,9.560032,9.84522,10.184477,10.495785,10.668625,10.899858,11.033384,11.263908,11.381611,0.0,11.55,6.0
28,11.558102,11.810204,11.818324,11.872106,11.873977,11.938875,11.941171,13.705079,13.885696,14.644456,1.0,14.04,6.0
29,14.65599,14.580495,14.415501,13.636217,13.369296,13.100675,12.707044,12.399872,12.331053,12.082961,1.0,11.43,6.0
30,11.518136,11.22143,10.923429,10.7971,10.791737,10.74439,10.227104,10.419029,10.664728,10.734265,1.0,10.77,6.0
31,10.74139,10.68115,10.67846,10.630326,10.568998,10.4503,10.399296,10.394514,10.395019,10.395523,1.0,10.55,6.0
32,10.506671,10.40235,10.338884,10.277072,10.220384,10.219124,10.219629,10.163136,10.157467,10.110502,1.0,10.1,6.0
33,10.046006,10.043369,9.996444,9.931093,9.882117,9.877626,9.821302,9.706641,9.644646,9.58976,1.0,9.66,6.0
34,9.587667,9.531447,9.526162,9.526658,9.47771,9.475613,9.476118,9.419944,9.414708,9.520987,1.0,9.49,6.0
35,9.426247,9.262356,9.137287,9.077368,9.178968,9.298224,9.257253,9.253041,9.195905,9.088044,1.0,9.05,6.0
36,8.972711,8.964959,8.965464,8.862304,8.852749,8.796736,8.79178,8.792294,8.79279,8.898767,1.0,8.99,6.0
37,8.907455,8.966904,9.121248,9.028448,9.126918,9.137686,9.090187,9.030329,8.919705,8.864893,1.0,8.88,6.0
38,8.801947,8.695755,8.627543,8.577894,8.573921,8.516939,8.46607,8.567489,8.472416,8.463141,1.0,8.66,6.0
39,8.567107,8.577455,8.737894,9.018879,9.196488,9.209983,9.372481,9.592568,10.000434,10.493998,1.0,11.16,6.0
40,11.166061,11.246401,11.771643,11.858549,11.864606,11.753792,11.740805,11.677008,11.507205,11.433522,1.0,11.27,6.0
41,11.323486,11.36114,11.363063,11.255941,11.134065,11.01668,10.942164,10.832718,10.768979,10.708163,1.0,10.6,6.0
42,10.589695,10.534488,10.36723,10.24201,10.022775,9.770943,9.549935,9.261188,9.246391,9.127382,1.0,8.88,6.0
43,8.803399,8.363681,7.950355,7.556008,7.357201,7.037787,6.738663,6.676693,6.565425,6.816816,1.0,7.55,6.0
44,7.358426,8.358814,9.162252,9.501253,10.090557,10.826819,11.821984,12.555958,13.003683,13.587272,1.0,13.43,6.0
45,13.96006,14.155444,13.733545,13.555337,13.45178,13.316416,12.881837,12.497564,11.94607,11.717017,1.0,11.88,6.0
46,11.914045,11.87912,11.983446,11.997794,11.888208,11.819557,11.815971,11.923409,12.048426,12.340428,1.0,12.82,6.0
47,13.017639,13.426018,14.128418,14.396628,14.530093,14.618462,14.725024,14.83606,14.943456,14.976672,1.0,14.6,6.0
48,14.925139,14.921604,14.816321,14.439539,13.261262,12.403363,11.568444,10.792486,10.097896,9.381719,1.0,8.55,6.0
49,8.437544,7.920285,7.224854,6.816916,6.274595,6.067735,5.5872,5.44172,5.332184,5.428989,1.0,5.88,6.0
50,5.640043,6.196933,6.911515,7.426276,7.992871,8.499992,9.15305,9.70301,9.925707,10.246632,1.0,10.77,6.0
51,10.673367,10.90771,11.196993,11.446236,11.790282,12.199603,12.268696,12.588821,12.719447,12.80815,1.0,12.66,6.0
52,12.811082,12.746709,12.799992,12.62944,12.531876,12.47609,12.344512,12.276554,12.266763,12.327739,1.0,12.43,6.0
53,12.497823,12.638722,13.01498,13.082145,13.332213,13.451626,13.456688,13.541561,13.462456,13.12451,1.0,12.1,6.0
54,12.247721,11.380564,10.746909,10.247104,10.721774,11.090133,11.404756,11.873683,12.46558,12.454264,1.0,12.38,6.0
55,12.630566,12.653202,12.770086,12.837632,13.594429,13.656138,13.811595,13.351474,12.735229,12.247623,1.0,11.77,6.0
56,12.049259,11.920498,11.566143,11.116485,11.052304,10.975403,11.173104,11.219117,11.261818,11.247252,1.0,11.16,6.0
0,5.11,5.110543,4.888762,4.77348,4.830199,4.773751,4.773303,4.882022,5.218741,5.716636,0.0,6.22,24.0
1,6.208845,6.75773,7.153616,7.599835,7.936387,8.102939,8.384158,8.66471,8.886271,9.165814,0.0,9.44,24.0
2,9.441699,9.664252,9.884804,10.163356,10.389574,10.56096,10.721679,10.892073,10.89545,11.002335,0.0,11.1,24.0
3,11.112887,11.223439,11.227658,11.22821,11.228762,11.229314,11.179876,11.180419,11.180971,11.07519,0.0,10.88,24.0
4,10.904908,10.738294,10.516846,10.571731,10.515283,10.298511,10.236388,10.186773,10.292825,10.34621,0.0,10.21,24.0
5,10.241263,10.129981,10.022367,9.852086,9.800647,9.742357,9.632742,9.583127,9.523013,9.628898,0.0,9.77,24.0
6,9.800283,9.852002,9.970221,10.023949,11.049991,11.030918,10.97398,10.97387,10.9291,10.930501,0.0,10.71,24.0
7,10.772799,10.77092,10.726913,10.673788,10.630118,10.677617,10.684048,10.789409,10.750699,10.699025,0.0,10.49,24.0
8,10.601797,10.555149,10.504746,10.454624,10.333509,10.0716,9.885427,9.828299,9.767153,9.763719,0.0,9.66,24.0
9,9.711675,9.763392,9.655284,9.538102,9.479313,9.416033,9.413867,9.473558,9.417966,9.529651,0.0,9.66,24.0
10,9.710493,9.882247,9.960021,9.966663,9.96798,9.847247,9.781277,9.776964,9.656603,9.654997,0.0,9.6,24.0
11,9.655434,9.718114,9.661374,9.538197,9.364172,8.965886,8.442509,8.058746,8.283189,8.613978,0.0,8.99,24.0
12,8.963296,9.492979,10.10909,11.07156,11.63479,11.742353,11.708193,11.417392,11.204018,10.99299,0.0,10.44,24.0
13,10.791258,10.320345,10.2345,10.234279,10.028538,9.741899,9.489063,9.359292,8.988157,9.036161,0.0,8.88,24.0
14,8.859822,8.67384,8.385429,8.312424,8.197638,8.076885,7.733955,7.720624,7.768091,7.829063,0.0,8.05,24.0
15,7.940334,7.887405,7.881404,7.940191,7.880259,7.825111,7.760069,7.756236,7.645807,7.527541,0.0,7.66,24.0
16,7.517814,7.454656,7.400503,7.334728,7.218616,6.989314,6.920738,6.757876,6.744823,6.683943,0.0,6.88,24.0
17,6.677642,6.62561,6.671413,6.893904,7.021556,7.289452,7.862412,8.4089,9.020224,9.25822,0.0,9.71,24.0
18,9.778702,9.977767,9.499795,9.155723,8.500637,7.370726,6.527294,5.923342,5.669422,5.266357,0.0,5.11,24.0
19,4.80679,4.838683,4.728023,4.828019,4.99687,5.053284,5.170226,5.282061,5.444827,5.229147,0.0,5.61,24.0
20,5.279009,5.108,4.940484,5.035716,5.317947,5.937198,6.529297,7.011579,7.242531,7.489958,0.0,7.88,24.0
21,7.671295,8.015708,8.051921,7.937143,7.879534,7.814948,7.812417,7.872725,7.929516,8.045283,0.0,8.38,24.0
22,8.228389,8.308609,8.252149,8.249535,8.197161,8.195128,8.195862,8.246947,8.364395,8.550669,0.0,9.05,24.0
23,8.975308,9.54386,10.088927,10.033164,9.692398,9.404277,8.771562,7.910073,7.610976,6.932305,0.0,6.44,24.0
24,6.208089,5.509235,4.933411,4.847476,4.577516,4.242051,4.378965,4.288264,4.118792,4.106478,0.0,4.38,24.0
25,4.048674,4.104887,4.273246,4.59813,5.101159,5.619999,6.084394,6.662558,7.034212,7.351371,0.0,7.88,24.0
26,7.706934,8.180942,8.781402,9.381492,9.775014,10.096941,10.774076,11.233336,11.508332,11.784328,0.0,11.93,24.0
27,11.90517,12.09482,12.290566,12.486312,12.496809,12.602055,12.608301,12.504548,12.447543,12.339219,0.0,12.71,24.0
28,12.307785,12.098032,11.874028,11.678274,11.48877,11.266267,11.099012,10.282093,9.885726,9.701534,1.0,9.44,24.0
29,9.569013,9.480007,9.549493,9.610664,9.757243,10.031177,10.521147,11.149313,11.206964,11.314959,1.0,10.71,24.0
30,11.321206,11.298202,11.269198,11.216194,11.133441,10.84747,10.589701,10.464933,10.369459,10.275522,1.0,9.94,24.0
31,10.272196,10.047063,9.933206,9.797651,9.716213,9.713665,9.714398,9.773303,9.782533,9.719944,1.0,9.55,24.0
32,9.717383,9.718129,9.649843,9.640995,9.515173,9.501578,9.446843,9.440208,9.440954,9.37575,1.0,9.27,24.0
33,9.367862,9.434374,9.443938,9.444697,9.505132,10.465105,10.843793,11.208058,11.15516,10.869944,1.0,10.1,24.0
34,10.615625,10.384306,10.302122,10.201477,10.118399,10.036764,9.952212,9.816161,9.797564,9.797815,1.0,9.6,24.0
35,9.798065,9.79832,9.798567,9.671182,9.519848,9.453407,9.38458,9.179375,9.116171,9.166652,1.0,9.21,24.0
36,9.290076,9.373492,9.443215,9.381409,9.37795,9.378201,9.449285,9.453286,9.453537,9.319892,1.0,9.05,24.0
37,9.122102,8.996606,8.794451,8.722973,8.777823,8.851411,8.907138,8.858305,8.908616,9.10467,1.0,9.1,24.0
38,9.168198,9.243949,9.247837,9.248088,9.179527,9.059336,8.989203,8.92255,8.916419,8.80233,1.0,8.77,24.0
39,8.789137,8.727484,8.782334,8.789889,8.852237,8.915252,9.100041,9.302697,9.745195,9.672229,1.0,9.49,24.0
40,9.665327,9.665578,9.803711,10.015221,10.047935,9.837229,9.479969,8.978359,8.378502,7.572056,1.0,7.66,24.0
41,7.553856,7.901234,8.308254,9.140039,9.303608,9.065561,8.646738,7.839836,6.77047,6.675277,1.0,6.49,24.0
42,6.335074,6.317459,6.267827,6.098901,5.978191,5.704015,5.522755,5.352087,5.070947,5.107674,1.0,5.27,24.0
43,5.053771,5.15734,5.114699,5.003693,5.045947,5.109177,5.160251,5.326841,5.944075,6.774194,1.0,7.38,24.0
44,7.244958,7.604808,8.027066,8.549639,9.427099,9.975929,11.193972,11.527722,11.620725,11.890974,1.0,12.1,24.0
45,12.06473,12.174976,12.232977,12.316728,12.24048,12.21273,12.130981,11.970232,11.748483,11.71332,1.0,11.21,24.0
46,11.631983,11.604234,11.522485,11.309486,11.350985,11.429985,11.434236,11.410737,11.356575,11.250489,1.0,10.1,24.0
47,10.735803,11.289237,10.785928,11.417987,11.332886,11.171078,11.182935,10.494848,9.337771,8.34866,1.0,7.44,24.0
48,7.430842,6.452238,5.860021,5.646991,5.109261,5.005814,5.268982,5.600883,5.577115,5.627013,1.0,5.77,24.0
49,5.574315,5.626063,5.631616,5.781575,5.797322,5.69141,5.53132,5.514856,5.617718,5.783825,1.0,6.22,24.0
50,6.011013,6.141673,6.148883,6.256073,6.311424,6.372073,6.321155,6.210384,6.042031,5.766449,1.0,5.77,24.0
51,5.572443,5.3535,5.331242,5.225655,5.216266,5.112654,5.204505,5.272874,5.379734,5.54529,1.0,6.27,24.0
52,6.025974,6.626583,7.149993,7.782868,8.780222,9.916317,10.044912,9.52967,8.762314,7.35197,1.0,6.38,24.0
53,6.254457,5.601343,5.033649,4.614378,4.370955,4.609111,5.048009,6.27771,6.571007,6.761937,1.0,6.94,24.0
54,6.773466,7.087212,7.660754,8.213636,8.217975,8.439717,8.753755,9.260629,10.043152,11.218171,1.0,10.77,24.0
55,11.365122,11.630646,11.858505,12.027031,12.065557,12.193081,12.25294,12.232799,12.254399,12.255183,1.0,12.6,24.0
56,12.282707,12.335565,12.338758,12.338283,12.389141,12.392333,12.391858,12.367625,12.337908,12.232768,1.0,11.99,24.0
57,11.991627,11.713153,11.460678,11.392201,11.23406,10.905018,10.574541,10.154854,9.892983,9.387176,2.0,8.94,24.0
58,8.983202,8.559886,8.119495,7.731824,7.424271,7.403663,7.451309,7.620561,7.813125,8.226788,2.0,8.71,24.0
59,8.632826,8.80631,8.522975,8.207812,7.856875,7.550588,7.459357,7.341268,7.443507,7.450948,2.0,7.6,24.0
60,7.450473,7.399665,7.285147,7.218157,7.16404,6.995285,6.91628,6.752962,6.684126,6.734177,2.0,6.33,24.0
61,6.140223,6.146032,5.889438,6.123104,6.886395,7.530782,7.730858,7.905004,7.86467,7.803482,2.0,7.83,24.0
62,7.685047,7.615077,7.606344,7.603609,7.600874,7.65903,7.660651,7.657916,7.767198,7.823584,2.0,8.16,24.0
63,7.993449,8.116873,8.295961,8.43141,8.373644,8.366393,8.363658,8.308349,8.301865,8.299084,2.0,8.44,24.0
64,8.296395,8.343343,8.294674,8.340751,8.401575,8.517027,8.582879,8.767636,9.009175,9.279216,2.0,9.44,24.0
65,9.434713,9.646789,9.734391,9.737149,9.734414,9.731679,9.728944,9.726163,9.723474,9.77982,2.0,9.77,24.0
66,9.867049,10.022949,10.111097,10.193354,10.126609,10.029529,9.877875,9.650445,9.557341,9.471803,2.0,9.49,24.0
67,9.463868,9.461132,9.458397,9.39541,9.258336,9.180426,9.105008,9.039644,8.905484,8.827433,2.0,8.83,24.0
68,8.655364,8.507732,8.488247,8.432017,8.25179,8.120335,8.162693,7.990353,7.912809,7.856561,2.0,7.99,24.0
69,7.681245,7.433565,7.638855,8.261855,9.361426,10.899977,11.239789,11.411389,11.419656,11.314256,2.0,10.77,24.0
70,11.122189,10.74784,9.629593,8.443882,8.142479,7.827174,8.147395,8.510196,8.895467,9.328699,2.0,9.66,24.0
71,9.565711,9.638717,9.717606,9.727867,9.725132,9.501324,8.995576,8.517206,8.276935,8.092329,2.0,8.21,24.0
72,7.845734,7.985452,7.896089,7.366342,6.884542,6.63042,6.659459,6.772916,6.778018,6.775238,2.0,7.1,24.0
73,6.610097,6.540901,6.423708,6.413198,6.458024,6.356097,6.400753,6.342941,6.016854,5.824285,2.0,6.16,24.0
0,12.66,12.373814,12.257629,11.97611,11.585257,11.520175,11.292886,11.07047,10.677015,10.280829,0.0,9.82,28.0
1,9.708143,8.871958,8.098772,7.371587,6.657504,6.737215,6.573799,6.394844,6.113325,5.669806,0.0,5.22,28.0
2,5.056454,4.700101,4.583915,4.684166,5.071544,5.616128,6.219006,6.547487,6.438635,6.322449,0.0,6.38,28.0
3,6.14443,6.028244,6.234828,6.727539,7.388623,7.833501,8.107316,8.27113,8.540278,9.088759,0.0,9.66,28.0
4,9.357906,9.511157,9.628202,9.730453,9.887831,10.156978,10.485459,10.64644,10.423088,10.416902,0.0,10.88,28.0
5,10.517153,10.730864,10.941115,11.282159,11.433307,11.879788,11.490103,11.486617,11.38162,11.276571,0.0,11.6,28.0
6,11.217127,11.170911,11.172468,11.117638,11.060808,10.845645,10.796815,10.739318,10.799436,10.804659,0.0,11.05,28.0
7,10.701443,10.582999,10.318669,10.153006,10.102176,10.152846,10.107683,10.051967,9.946857,9.841807,0.0,9.99,28.0
8,9.672364,9.505534,9.50587,9.509041,9.512211,9.633381,9.580498,9.581721,9.527839,9.478895,0.0,9.77,28.0
9,9.481232,9.484402,9.429572,9.430742,9.433912,9.388696,9.332253,9.22887,9.06926,8.951763,0.0,9.05,28.0
10,8.798267,8.68977,8.58294,8.523444,8.312894,8.144451,7.932901,7.816958,7.759294,7.655131,0.0,7.77,28.0
11,7.548301,7.441471,7.332808,7.169759,6.954649,6.788933,6.522656,6.408659,6.409996,6.355166,0.0,6.49,28.0
12,6.298336,6.299506,6.25429,6.197846,6.198964,6.153853,6.04719,6.048527,6.051697,6.054867,0.0,6.16,28.0
13,5.999037,5.952821,5.838378,5.789995,5.626385,5.466555,5.408058,5.469228,5.522565,5.690901,0.0,5.88,28.0
14,5.748019,5.979075,6.353358,6.958914,7.688084,8.247255,8.587759,8.877262,8.9441,8.948217,0.0,8.88,28.0
15,8.784274,8.737058,8.573447,8.251951,7.760789,7.312292,6.808796,5.987467,5.34025,4.601973,0.0,4.05,28.0
16,4.01359,3.937978,3.775149,4.091651,4.434488,5.314323,6.423659,6.920278,7.391001,7.715119,0.0,8.05,28.0
17,8.005509,8.230679,8.183183,8.348686,8.46569,8.57886,8.80231,8.9252,8.930151,9.039707,0.0,9.05,28.0
18,9.046544,8.943381,8.884885,8.836888,8.780225,8.839342,8.845565,8.848682,8.958238,8.965076,0.0,8.94,28.0
19,8.968246,8.971416,8.916586,8.976756,8.980873,8.984096,8.987214,8.826104,8.659274,8.550444,0.0,8.49,28.0
20,8.549947,8.446959,8.44672,8.444393,8.235071,8.192588,8.501312,9.261853,9.772735,9.758915,0.0,9.77,28.0
21,9.875048,10.035221,10.041741,9.754604,9.697054,9.614532,9.360512,9.192017,9.005511,8.676001,0.0,8.27,28.0
22,8.335281,7.972479,7.643066,7.375087,7.076916,6.711683,6.397409,6.14688,5.766525,5.451271,0.0,5.27,28.0
23,5.485001,5.645968,5.757787,5.915066,6.126963,6.149908,6.205479,6.253082,6.30609,6.521703,0.0,6.55,28.0
24,6.759635,6.733107,6.644237,6.625898,6.684148,6.780125,6.8736,6.867597,6.882736,6.834136,0.0,6.55,28.0
25,6.824307,6.839479,6.766088,6.6381,6.478236,6.276857,6.091281,6.100138,6.192543,6.32312,0.0,6.16,28.0
26,6.476513,6.698623,7.179592,7.336132,7.186671,7.105176,7.025199,6.72881,6.3089,5.872732,0.0,5.27,28.0
27,5.319945,4.750797,4.351694,4.127576,3.987848,3.908639,3.884151,3.861628,3.78311,3.701143,0.0,3.27,28.0
28,3.701267,3.871239,4.540312,5.412467,6.118936,6.825961,7.517475,8.27756,8.647662,9.247109,1.0,8.94,28.0
29,9.496547,9.409384,9.109564,8.762383,8.431596,8.377826,8.47968,8.593318,8.715313,8.876038,1.0,8.49,28.0
30,9.221989,9.444097,9.665357,9.589562,9.719331,9.769561,10.090356,10.687122,10.665682,10.850672,1.0,10.44,28.0
31,10.939111,10.966046,11.357235,11.733563,11.3702,11.510717,11.558978,11.530979,11.708244,11.925014,1.0,11.49,28.0
32,11.987841,12.093888,12.200175,12.019906,12.147796,12.314273,12.32503,12.608134,12.311201,12.5777,1.0,12.21,28.0
33,12.698976,12.574108,12.567064,12.695044,12.502909,13.08067,12.775114,13.338529,13.381445,13.118894,1.0,12.93,28.0
34,13.103524,12.865178,12.666437,11.946286,11.788518,11.536269,11.43386,11.253535,11.043467,10.947504,1.0,10.66,28.0
35,10.792441,10.639302,10.414487,10.298252,9.848204,9.85428,9.549941,9.418562,9.341021,9.103069,1.0,8.66,28.0
36,8.955169,8.73869,8.659678,8.489301,8.395444,8.361057,8.246575,8.262872,8.199215,8.139779,1.0,7.6,28.0
37,8.026481,7.919932,7.814669,7.7093,7.605588,7.384264,7.28484,7.120446,7.241219,7.240825,1.0,6.66,28.0
38,7.238115,7.186504,7.12664,6.962048,6.851639,6.644929,6.697391,6.923761,7.506953,7.968673,1.0,7.33,28.0
